ticker,sector,industry,earnings_date,currency,curr_price_date,foll_price_date,current_price,following_price,percent_change,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
VALE,Materials,Metals & Mining,2017-12-31,USD,2018-01-05,2018-12-07,9.637,10.0593,0.04382069108643768,12928000000,33967000000,21039000000,21039000000,11390000000,428000000,340000000,1538000000,None,-2971000000,176000000,1952000000,None,0,None,3708000000,7829000000,1495000000,None,6334000000,None,8954000000,12662000000,5507000000,12450000000,None,None,None,None,3708000000,3831000000,0,-339000000,None,-10690000000,-8702000000,None,None,None,None,1456000000,1456000000,None,None,None,None,0,None,0,0,99184000000,18954000000,4328000000,4328000000,3926000000,None,80230000000,181535000000,0,4383000000,4383000000,4110000000,None,3568000000,18000000,5012000000,6653000000,54412000000,13114000000,None,None,None,1973000000,41298000000,0,21761000000,1578000000,None,24967000000,7100000000,2696000000,43458000000,-2747356000,-17050000000,61614000000,5195283019
BTI,Consumer Staples,Tobacco,2017-12-31,USD,2018-01-05,2018-12-07,49.6816,25.9151,-0.47837630028018424,15259000000,20292000000,5033000000,5033000000,6470000000,47700000,80000000,8789000000,None,-1053000000,36000000,1124000000,None,0,None,902000000,29591000000,-8113000000,None,37704000000,None,30544000000,31446000000,37533000000,5347000000,None,None,None,None,902000000,978000000,0,1409000000,None,-18544000000,14759000000,None,None,None,None,3465000000,3465000000,None,None,None,None,-205000000,None,0,0,141038000000,13966000000,3131000000,3131000000,5864000000,None,127072000000,4882000000,0,73638000000,73638000000,44147000000,None,24154245680.52,65000000,4906000000,2534000000,80012000000,15544000000,None,None,None,5423000000,64468000000,0,44015000000,55857625588.33,None,49450000000,1274000000,0,60804000000,-5195000000,36983000000,614000000,2051000000
JD,Consumer Discretionary,Internet & Direct Marketing Retail,2017-12-31,CNY,2018-01-05,2018-12-07,45.64,20.93,-0.5414110429447853,50814923000,362331754000,311516831000,311516831000,7971000,30079918000,6652374000,50806952000,None,1566748000,2530490000,963742000,None,0,None,4192716000,120960000,139593000,None,-18633000,None,1232099000,5424815000,128764000,24821273000,None,None,None,None,4192716000,11355875000,0,-12788337000,None,-39815291000,19234985000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,184054966000,115028652000,25688327000,25688327000,41700379000,None,69026314000,15770694000,0,6692717000,6692717000,6650570000,None,28579132000,8587852000,6763688000,4124142000,131666263000,118250621000,None,None,None,12884881000,13415642000,0,10922595000,12884881000,None,23807476000,15830402000,337254000,52040814000,-4457608000,-22234609000,377000,1455731000
MO,Consumer Staples,Tobacco,2017-12-31,USD,2018-01-05,2018-12-07,52.3982,41.8086,-0.2020985453698792,11963000000,24871000000,13877000000,7531000000,9593000000,72000000,241000000,502000000,None,-705000000,31000000,736000000,0,532000000,188000000,21000000,9823000000,-399000000,727000000,10227000000,10377000000,10559000000,10580000000,10222000000,4901000000,4097000000,None,-360000000,161000000,209000000,199000000,-10000000,171000000,10227000000,-467000000,-7771000000,0,2917000000,2917000000,None,4807000000,4807000000,None,None,0,None,-2917000000,None,-3316000000,None,43202000000,4344000000,1253000000,1253000000,2225000000,142000000,38858000000,1914000000,2965000000,17707000000,12400000000,5307000000,17952000000,17952000000,0,263000000,1285000000,27784000000,6792000000,374000000,267000000,864000000,0,20992000000,None,13894000000,864000000,13030000000,13894000000,5554000000,283000000,15377000000,31864000000,42251000000,935000000,1901259192
CNI,Industrials,Road & Rail,2017-12-31,USD,2018-01-05,2018-12-07,79.3636,75.0684,-0.054120528806657055,5990000000,13041000000,7051000000,7051000000,5990000000,2954000000,0,4667000000,None,-481000000,-553000000,481000000,None,0,None,1281000000,5089000000,-395000000,None,5484000000,None,5570000000,6851000000,5484000000,5516000000,None,None,None,None,1281000000,2673000000,0,-70000000,None,-2738000000,-2895000000,None,None,None,None,1239000000,1239000000,None,None,None,None,-2071000000,None,0,0,37629000000,2190000000,70000000,70000000,424000000,None,35439000000,33425000000,0,62000000,62000000,0.02,None,73000000,0.02,712000000,1115000000,20973000000,3983000000,None,None,None,2080000000,16990000000,0,8634000000,2080000000,None,10828000000,1165000000,0,16656000000,-168000000,15586000000,3780000000,757300000
BAM,Financials,Capital Markets,2017-12-31,USD,2018-01-05,2018-12-07,27.3862,26.5461,-0.03067603391489143,8398000000,40786000000,32388000000,32388000000,5958000000,95000000,None,2440000000,None,-3608000000,None,3608000000,None,None,None,2345000000,5164000000,613000000,None,4551000000,None,5683000000,8028000000,1462000000,4005000000,None,None,None,None,2345000000,1690000000,None,-358000000,None,-11394000000,8185000000,None,None,None,None,685000000,685000000,None,None,None,None,-131000000,None,None,None,192720000000,27206000000,5139000000,5139000000,6311000000,None,165514000000,110265000000,None,14242000000,14242000000,5317000000,None,34226000000,2568000000,5979000000,57260000000,112848000000,30248000000,None,None,None,10859000000,82600000000,None,69735000000,10859000000,None,78389000000,14231000000,3661000000,28244000000,None,11137000000,24052000000,1470000000
ZTS,Health Care,Pharmaceuticals,2017-12-31,USD,2018-01-05,2018-12-07,71.5454,86.4276,0.2080105778987887,1877000000,5307000000,3226000000,1775000000,41000000,1334000000,382000000,1836000000,None,-175000000,None,175000000,-29000000,1000000,142000000,100000000,1527000000,663000000,175000000,862000000,957000000,1702000000,1802000000,864000000,1346000000,167000000,None,18000000,47000000,242000000,224000000,50000000,-19000000,862000000,-270000000,-251000000,0,500000000,500000000,None,206000000,206000000,None,None,0,None,-465000000,None,837000000,12000000,8586000000,4217000000,1564000000,1564000000,1427000000,1060000000,4289000000,1435000000,1471000000,2779000000,1269000000,1510000000,None,None,0,228000000,75000000,6800000000,1094000000,261000000,None,None,0,5725000000,None,10047000000,0,4953000000,10047000000,44000000,201000000,1770000000,852000000,2109000000,5000000,486130461
ENB,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,CAD,2018-01-05,2018-12-07,30.7518,25.6176,-0.16695608061967104,15741000000,44378000000,28637000000,28637000000,1571000000,6442000000,None,11198000000,None,-2556000000,-1217000000,2556000000,253000000,199000000,2900000000,280000000,162000000,-2697000000,2556000000,3266000000,828000000,2718000000,2998000000,2859000000,6658000000,2668000000,None,795000000,1072000000,3163000000,9076000000,783000000,289000000,3266000000,-11037000000,3476000000,721000000,None,0,0,3500000000,2750000000,330000000,1549000000,9483000000,489000000,1989000000,None,-1014000000,-72000000,162093000000,9215000000,480000000,480000000,1528000000,7100000000,145616000000,90711000000,15102000000,37724000000,3267000000,34457000000,576000000,16644000000,0.02,107000000,6709000000,92294000000,14624000000,706000000,None,4315000000,1444000000,70705000000,None,62927000000,2871000000,67400000000,64371000000,816000000,7510000000,58135000000,-0.02,-2468000000,50737000000,1695000000
CB,Financials,Insurance,2017-12-31,USD,2018-01-05,2018-12-07,131.963,121.747,-0.07741563923220898,-14855000000,32243000000,47098000000,35000000,-17858000000,2833000000,None,3403000000,3125000000,-607000000,-189000000,607000000,29070000000,400000000,None,260000000,3722000000,-139000000,607000000,3722000000,4718000000,4329000000,4589000000,3861000000,4503000000,18092000000,None,2007000000,1169000000,7030000000,None,-325000000,None,3722000000,-2422000000,-2319000000,5000000,801000000,801000000,None,1308000000,1308000000,None,None,0,None,-650000000,None,-257000000,1000000,167022000000,4622000000,728000000,4289000000,None,None,28959000000,1300000000,None,22054000000,6513000000,15541000000,102444000000,5334000000,3561000000,4726000000,-66298000000,115850000000,1013000000,None,None,1013000000,1013000000,11864000000,None,11556000000,1013000000,12332000000,12569000000,87560000000,92729000000,51172000000,1944000000,27474000000,11121000000,463833179
CME,Financials,Capital Markets,2017-12-31,USD,2018-01-05,2018-12-07,132.6516,168.5264,0.2704437790422429,2481800000,3644700000,1162900000,146300000,2310600000,903600000,None,1132600000,None,-117000000,543900000,117000000,86500000,-328200000,None,113000000,2526300000,-1537100000,117000000,4063400000,4091800000,2310600000,2423600000,4063400000,1751100000,861500000,None,-8800000,7900000,95500000,81900000,-6000000,None,4063400000,179900000,-1985300000,0,None,None,None,1993500000,1993500000,None,None,0,None,36700000,None,35000000,None,77475700000,41886700000,1374500000,1447400000,None,553300000,18414900000,448700000,761100000,16305400000,5500100000,10805300000,145700000,1031600000,72900000,430500000,1659600000,51510400000,41272600000,116000000,44400000,574200000,574200000,10237800000,None,8257900000,574200000,3826800000,8832100000,1126900000,745100000,25965300000,None,4855300000,3600000,351017000
ADP,Information Technology,IT Services,2017-06-30,USD,2017-07-07,2018-06-08,95.022,124.9367,0.314818673570331,5110200000,12372000000,7261800000,7244500000,-7280100000,2773800000,627500000,8993900000,76700000,-80000000,76700000,80000000,205400000,284300000,147300000,316100000,2616900000,829100000,80000000,1733400000,1619700000,2696900000,3013000000,1787800000,2125900000,908800000,None,147400000,245700000,316100000,470600000,-23400000,None,1733400000,-1113200000,-8281700000,0,1259600000,1259600000,None,995200000,995200000,None,None,None,None,-1259600000,None,-410700000,-8000000,38886900000,32658700000,2780400000,2783600000,None,1703600000,23914500000,779900000,1251500000,2361200000,620200000,1741000000,2791200000,7600000,3200000,883200000,1352200000,33203000000,29815900000,149700000,391400000,7800000,0,3524200000,None,4022700000,7800000,2002400000,4022700000,29816100000,830200000,3977000000,11303700000,14728200000,63900000,445000000
BNS,Financials,Banks,2017-12-31,USD,2018-01-05,2018-12-07,52.6907,44.5299,-0.15488122192341347,37945000000,37945000000,0,0,10403000000,27542000000,None,0,None,None,None,5697000000,None,None,None,None,10403000000,4168000000,None,6235000000,None,16100000000,None,6111000000,-4505000000,None,None,None,None,1753000000,1629000000,None,None,None,-12391000000,16261000000,None,None,None,None,2085000000,2085000000,None,None,None,None,-3381000000,None,None,None,851733000000,None,80395000000,80395000000,None,None,None,None,None,2448000000,2448000000,6597000000,None,689478000000,None,None,None,774342000000,None,None,None,None,56424000000,None,None,323877000000,56424000000,None,None,159436000000,None,77391000000,None,57577000000,20000000,None
BKNG,Consumer Discretionary,"Hotels, Restaurants & Leisure",2017-12-31,USD,2018-01-05,2018-12-07,1823.54,1834.51,0.0060157715213266655,12439000000,12681000000,242000000,242000000,4538000000,1147499000,189344000,7901000000,157000000,-253976000,24000,254000000,-2366000,114306000,187231000,363000000,4398765000,2058000000,256342000,2340765000,2714000000,4538000000,5015765000,2340765000,4662000000,154853000,None,687000000,394001000,363000000,287805000,269732000,None,2340765000,-4202000000,-79000000,0,1828000000,1827919000,None,None,None,None,None,2044952000,None,-1822779000,None,3049624000,None,25451000000,9035000000,2542000000,7401477000,None,1217801000,27288958000,480000000,543000000,4915000000,2177000000,2738000000,5310773000,10873000000,4859873000,415527000,148000000,14187000000,3498000000,None,151200000,None,710910000,8957849000,None,8810000000,710910000,8810000000,8809788000,1138980000,147000000,11261000000,8699000000,13938869000,0,48676000
MU,Information Technology,Semiconductors & Semiconductor Equipment,2017-08-31,USD,2017-09-08,2018-08-10,32.3696,51.2427,0.5830501458158273,8436000000,20322000000,11886000000,11886000000,5868000000,743000000,1824000000,2669000000,41000000,-601000000,41000000,601000000,-151000000,-112000000,3760000000,106000000,5203000000,114000000,700000000,5090000000,5153000000,5804000000,5910000000,5089000000,8153000000,468000000,None,782000000,1601000000,3861000000,4734000000,1651000000,-50000000,5090000000,-7537000000,349000000,None,36000000,0,None,None,None,None,None,3311000000,None,107000000,None,965000000,None,35336000000,12457000000,5109000000,5428000000,3123000000,3759000000,22837000000,19431000000,22102000000,1615000000,387000000,1228000000,6061000000,633000000,319000000,147000000,450000000,15845000000,5334000000,1683000000,408000000,1262000000,905000000,10511000000,1190000000,11639000000,905000000,None,11639000000,408000000,639000000,18621000000,67000000,10260000000,112000000,1112000000
SHOP,Information Technology,IT Services,2017-12-31,USD,2018-01-05,2018-12-07,110.58,146.88,0.32826912642430817,380253000,673304000,293051000,293051000,-49157000,67719000,135997000,429410000,None,7850000,7850000,None,None,None,None,23382000,-39995000,0,None,-39995000,None,-39995000,-16613000,-39995000,7901000,None,None,None,None,23382000,24262000,None,None,None,-527170000,574831000,None,None,None,None,None,None,None,None,None,None,574831000,None,None,None,1113564000,1025677000,141677000,141677000,None,None,87887000,50360000,None,17210000,17210000,20317000,None,None,796362000,18598000,87887000,112464000,94754000,None,None,None,None,17710000,16454000,None,None,None,16454000,19727000,None,1001100000,None,-123204000,1077477000,95774897
ADI,Information Technology,Semiconductors & Semiconductor Equipment,2017-10-28,USD,2017-11-03,2018-10-05,84.0988,81.4372,-0.031648489633621324,3168241000,5107503000,1939262000,2078113000,1162761000,690533000,968133000,2005480000,30333000,-250840000,30333000,250840000,0,-7507000,194666000,389393000,934747000,129368000,250840000,727259000,817834000,1185587000,1574980000,805379000,1154365000,1093382000,None,144203000,112219000,584059000,204098000,65669000,47354000,727259000,-6618014000,5586805000,None,46533000,46533000,None,602119000,602119000,None,None,None,None,220069000,None,126706000,3550000,21141294000,2351338000,1047838000,1047838000,550816000,688953000,17682652000,1107304000,2197123000,17536880000,5319425000,12217455000,None,24838000,0,885409000,56040000,10979754000,1596332000,236629000,None,300000000,300000000,9383422000,None,7802168000,300000000,7551084000,7802168000,585731000,75500000,10161540000,None,4910939000,61441000,368635788
MDLZ,Consumer Staples,Food Products,2017-12-31,USD,2018-01-05,2018-12-07,39.6124,40.8142,0.03033898476234711,10034000000,25896000000,15862000000,15862000000,3462000000,5938000000,366000000,7563000000,None,-396000000,-385000000,396000000,215000000,25000000,638000000,816000000,3494000000,666000000,407000000,2896000000,3949000000,3462000000,4706000000,2828000000,2593000000,1246000000,None,-632000000,28000000,816000000,1014000000,24000000,18000000,2842000000,-301000000,-3361000000,1027000000,2174000000,2174000000,None,1198000000,1198000000,None,None,350000000,None,-1917000000,None,-980000000,89000000,62957000000,7520000000,761000000,761000000,2557000000,3526000000,55270000000,8677000000,7003000000,39724000000,18639000000,21085000000,6345000000,6345000000,171000000,676000000,366000000,36883000000,15793000000,5705000000,None,4680000000,3517000000,21184000000,None,14199000000,1163000000,None,17716000000,2959000000,2689000000,25994000000,18555000000,22631000000,0,1497000000
MMM,Industrials,Industrial Conglomerates,2017-12-31,USD,2018-01-05,2018-12-07,209.6179,177.2922,-0.15421249807387624,15602000000,31657000000,16055000000,16001000000,7692000000,6626000000,1352000000,7559000000,None,-322000000,50000000,322000000,434000000,-272000000,None,238000000,7537000000,2679000000,322000000,4869000000,5077000000,7859000000,8097000000,4858000000,6240000000,214000000,None,991000000,632000000,1544000000,1373000000,245000000,387000000,4869000000,-3086000000,-2655000000,578000000,2068000000,2068000000,None,2803000000,2803000000,None,None,None,None,-1334000000,734000000,655000000,156000000,37987000000,14277000000,13000000,1076000000,4034000000,4911000000,24151000000,8866000000,16048000000,13449000000,2936000000,10513000000,1290000000,177000000,1076000000,266000000,1395000000,26365000000,7687000000,1945000000,550000000,1853000000,1840000000,20297000000,60000000,13198000000,13000000,12096000000,15038000000,2709000000,2962000000,11563000000,25887000000,39115000000,9000000,594884237
